,Participant ID,Urban/Rural,Age Group,Marital Status,sex,Kids under 14,Feeling Rushed,Sleep duration
1943,11943,1,3,4,2,2,2,300
1944,11944,2,4,6,1,0,6,600
1945,11945,1,3,1,2,2,1,480
1946,11946,1,4,6,2,0,1,555
1947,11947,1,5,3,2,0,3,390
1948,11948,1,7,3,2,0,6,600
1949,11949,1,5,1,2,0,2,630
1950,11950,1,1,6,2,1,2,450
1951,11951,1,5,1,1,0,4,540
1952,11952,1,4,1,2,0,6,480
1953,11953,1,5,1,2,0,2,210
1954,11954,1,1,6,2,0,1,380
1955,11955,1,4,1,2,0,2,480
1956,11956,2,5,2,2,0,1,430
1957,11957,2,5,1,2,0,1,270
1958,11958,3,6,3,2,0,6,510
1959,11959,1,2,6,1,0,2,540
1960,11960,1,2,2,2,0,1,415
1961,11961,1,5,6,1,0,6,530
1962,11962,1,4,6,1,0,3,510
1963,11963,1,6,3,2,0,4,660
1964,11964,1,3,6,1,0,1,340
1965,11965,1,3,1,2,0,1,600
1966,11966,1,3,1,2,1,2,570
1967,11967,1,7,4,1,0,3,480
1968,11968,1,3,1,2,0,2,480
1969,11969,1,7,3,2,0,5,585
1970,11970,1,1,6,1,0,2,520
1971,11971,1,2,1,1,0,1,405
1972,11972,1,4,6,2,0,1,405
1973,11973,2,4,6,1,0,3,450
1974,11974,1,3,4,1,2,4,435
1975,11975,1,6,1,1,0,5,385
1976,11976,1,3,6,1,0,4,600
1977,11977,1,5,1,2,0,6,680
1978,11978,2,6,1,1,0,3,610
1979,11979,2,2,1,1,1,1,420
1980,11980,1,2,6,2,0,1,610
1981,11981,1,3,3,2,2,1,490
1982,11982,1,3,3,2,0,1,510
1983,11983,1,5,1,2,0,4,495
1984,11984,1,3,1,1,3,2,600
1985,11985,1,1,6,1,1,2,570
1986,11986,1,5,1,1,0,6,750
1987,11987,1,4,1,1,0,2,600
1988,11988,1,5,1,1,0,3,435
1989,11989,1,3,6,1,0,2,410
1990,11990,1,5,1,1,0,1,420
1991,11991,2,6,6,1,0,6,435
1992,11992,1,4,3,2,0,1,535
1993,11993,2,2,1,2,0,3,420
1994,11994,1,3,1,2,2,1,660
1995,11995,1,2,6,1,0,1,330
1996,11996,1,5,5,2,1,1,585
1997,11997,1,1,6,2,1,1,745
1998,11998,2,6,1,2,0,2,420
1999,11999,2,7,6,1,0,6,690
2000,12000,3,6,3,2,0,3,565
2001,12001,1,6,1,1,0,2,510
2002,12002,1,5,1,1,0,4,605
2003,12003,2,2,2,2,0,2,455
2004,12004,1,5,1,2,0,2,735
2005,12005,1,3,1,1,0,1,240
2006,12006,1,2,6,2,0,2,510
2007,12007,2,5,1,1,0,4,390
2008,12008,1,2,6,1,0,1,525
2009,12009,1,4,1,2,0,3,480
2010,12010,2,3,1,1,2,1,560
2011,12011,1,5,5,2,0,3,1380
2012,12012,1,5,1,1,0,4,600
2013,12013,3,6,1,1,2,3,360
2014,12014,1,1,6,1,0,2,615
2015,12015,2,5,1,1,0,4,510
2016,12016,1,5,1,2,0,6,570
2017,12017,1,2,1,2,2,4,580
2018,12018,1,1,6,2,0,2,455
2019,12019,2,7,3,2,0,1,815
2020,12020,2,5,3,2,0,2,480
2021,12021,1,6,5,1,0,5,540
2022,12022,1,5,1,2,0,2,540
2023,12023,1,2,6,2,0,1,450
2024,12024,1,4,1,2,0,2,405
2025,12025,2,6,5,2,0,2,420
2026,12026,1,6,5,1,0,6,920
2027,12027,1,5,5,1,0,3,490
2028,12028,1,6,5,1,0,6,600
2029,12029,2,5,1,1,0,6,595
2030,12030,1,5,3,2,0,3,500
2031,12031,1,6,1,2,0,6,780
2032,12032,1,3,1,2,1,1,520
2033,12033,1,5,2,2,0,3,510
2034,12034,2,6,1,2,0,3,495
2035,12035,1,2,6,2,2,1,530
2036,12036,2,1,6,1,0,3,720
2037,12037,2,6,2,1,0,2,550
2038,12038,1,3,1,2,1,6,480
2039,12039,3,5,1,1,2,1,340
2040,12040,1,2,6,1,0,3,390
2041,12041,1,6,5,2,0,2,460
2042,12042,1,4,1,1,0,1,350
2043,12043,1,5,1,2,0,1,420
2044,12044,2,7,2,1,0,3,485
2045,12045,1,7,1,1,0,5,555
2046,12046,1,5,1,2,0,2,500
2047,12047,1,6,1,2,0,2,540
2048,12048,1,7,4,2,0,3,480
2049,12049,2,7,3,1,0,5,615
2050,12050,2,5,5,1,0,6,690
2051,12051,1,2,6,1,0,1,240
2052,12052,1,4,1,2,3,2,525
2053,12053,1,2,6,2,0,2,710
2054,12054,1,5,5,2,0,2,1200
2055,12055,1,3,1,1,2,1,495
2056,12056,1,4,1,2,0,2,330
2057,12057,1,4,1,2,1,1,490
2058,12058,2,2,1,2,3,1,585
2059,12059,2,5,6,2,0,5,540
2060,12060,1,2,6,2,0,2,640
2061,12061,3,3,1,2,2,1,645
2062,12062,1,4,1,1,0,97,540
2063,12063,1,3,1,2,0,2,535
2064,12064,3,6,1,2,0,2,450
2065,12065,2,1,6,1,0,1,360
2066,12066,2,3,1,1,3,1,485
2067,12067,1,5,2,1,0,6,540
2068,12068,1,4,5,2,0,1,495
2069,12069,1,4,1,2,0,2,645
2070,12070,1,3,6,2,3,2,600
2071,12071,1,7,6,1,0,2,560
2072,12072,1,5,3,2,0,1,550
2073,12073,2,6,1,2,0,6,465
2074,12074,1,1,6,1,0,3,480
2075,12075,1,3,1,1,3,1,515
2076,12076,1,4,1,2,0,2,585
2077,12077,1,6,1,1,0,1,540
2078,12078,1,1,6,2,0,3,520
2079,12079,1,5,5,2,0,6,600
2080,12080,1,3,1,1,0,1,590
2081,12081,1,3,2,2,0,2,870
2082,12082,1,4,4,2,0,1,330
2083,12083,2,3,1,2,2,3,585
2084,12084,2,4,5,2,0,6,555
2085,12085,1,5,6,2,0,3,585
2086,12086,1,1,6,2,0,2,540
2087,12087,2,5,1,2,0,1,30
2088,12088,2,6,1,1,0,2,590
2089,12089,1,2,6,1,0,3,510
2090,12090,2,5,6,1,0,4,450
2091,12091,1,7,1,1,0,2,540
2092,12092,1,5,1,1,0,1,450
2093,12093,1,3,2,1,3,2,510
2094,12094,1,1,6,2,0,2,580
2095,12095,1,5,3,2,0,2,1200
2096,12096,3,7,1,2,0,2,600
2097,12097,1,6,6,2,0,4,700
2098,12098,1,6,1,1,0,4,510
2099,12099,2,7,2,1,0,5,575
2100,12100,1,6,3,2,0,5,560
2101,12101,1,7,3,2,0,6,750
2102,12102,3,5,2,1,1,6,485
2103,12103,2,5,2,2,0,6,600
2104,12104,1,2,4,1,0,1,315
2105,12105,2,1,6,2,1,2,495
2106,12106,1,4,1,2,1,1,430
2107,12107,1,4,1,1,0,5,420
2108,12108,2,5,1,2,0,1,450
2109,12109,1,4,1,1,0,2,630
2110,12110,1,5,5,2,0,6,405
2111,12111,1,3,1,1,3,1,500
2112,12112,2,2,6,2,0,2,675
2113,12113,1,2,6,2,0,1,420
2114,12114,1,1,6,2,2,1,730
2115,12115,1,7,3,2,0,6,510
2116,12116,1,4,1,2,0,2,660
2117,12117,3,5,1,2,0,1,445
2118,12118,2,4,2,1,1,1,570
2119,12119,1,2,6,2,0,2,510
2120,12120,1,4,1,1,1,2,600
2121,12121,1,2,2,2,0,2,435
2122,12122,3,6,1,1,0,4,500
2123,12123,3,2,6,1,0,4,490
2124,12124,1,6,6,2,0,4,563
2125,12125,1,6,5,1,0,6,660
2126,12126,3,2,1,1,1,1,680
2127,12127,1,1,2,2,0,3,560
2128,12128,1,6,1,2,0,4,550
2129,12129,1,3,1,1,3,1,470
2130,12130,1,3,1,1,2,2,500
2131,12131,2,1,6,1,0,1,1015
2132,12132,1,4,1,1,1,1,510
2133,12133,1,4,1,1,0,2,420
2134,12134,2,1,6,2,0,2,630
2135,12135,1,2,6,1,0,1,870
2136,12136,1,7,3,2,0,6,480
2137,12137,1,6,6,2,0,1,885
2138,12138,2,3,1,1,2,1,450
2139,12139,2,4,6,1,0,1,650
2140,12140,1,2,6,2,0,2,300
2141,12141,1,5,1,2,0,2,545
2142,12142,1,5,5,2,0,4,660
2143,12143,1,6,1,2,0,6,540
2144,12144,1,3,2,1,0,1,390
2145,12145,1,3,1,2,0,2,485
2146,12146,2,4,1,1,0,1,420
2147,12147,1,7,3,2,0,6,300
2148,12148,1,3,1,2,0,4,630
2149,12149,1,6,2,2,0,4,420
2150,12150,3,5,1,1,0,3,750
2151,12151,1,2,6,1,0,2,360
2152,12152,1,5,6,1,0,2,510
2153,12153,1,5,2,2,0,1,480
2154,12154,1,2,2,1,0,1,345
2155,12155,1,5,5,2,0,2,430
2156,12156,1,4,1,1,0,2,370
2157,12157,1,4,6,1,0,1,330
2158,12158,2,2,4,2,3,1,550
2159,12159,1,4,6,2,0,1,655
2160,12160,1,6,1,1,0,3,425
2161,12161,1,2,2,2,3,1,525
2162,12162,2,7,1,2,0,4,630
2163,12163,1,4,1,2,0,1,510
2164,12164,3,2,1,2,2,1,540
2165,12165,1,3,1,2,2,3,391
2166,12166,1,3,6,2,0,2,555
2167,12167,1,5,1,2,0,2,480
2168,12168,1,3,1,1,2,2,660
2169,12169,1,1,6,2,1,2,435
2170,12170,1,6,1,2,0,3,435
2171,12171,1,1,6,1,0,2,570
2172,12172,1,2,6,1,0,4,480
2173,12173,1,3,1,2,2,1,480
2174,12174,1,6,1,1,0,3,510
2175,12175,1,5,6,2,0,6,630
2176,12176,3,2,2,1,1,1,425
2177,12177,1,5,6,2,0,2,465
2178,12178,1,4,2,2,0,1,810
2179,12179,1,5,1,1,2,5,540
2180,12180,1,5,1,2,0,5,525
2181,12181,1,5,1,1,1,2,510
2182,12182,1,3,1,2,0,1,515
2183,12183,1,5,1,1,0,1,600
2184,12184,1,5,3,2,0,1,240
2185,12185,1,5,1,2,0,1,450
2186,12186,1,4,1,2,0,1,510
2187,12187,1,5,1,1,0,3,450
2188,12188,2,3,1,2,3,1,465
2189,12189,1,2,1,1,1,2,480
2190,12190,1,6,4,1,0,3,450
2191,12191,1,6,4,1,0,6,570
2192,12192,1,6,1,1,0,4,405
2193,12193,1,5,5,2,0,3,390
2194,12194,1,6,6,1,0,1,495
2195,12195,1,1,6,1,0,1,480
2196,12196,1,2,2,2,0,2,620
2197,12197,1,6,3,2,0,2,600
2198,12198,1,3,1,2,0,1,485
2199,12199,1,5,2,2,0,2,480
2200,12200,1,5,6,2,0,6,765
2201,12201,1,6,1,1,0,3,585
2202,12202,2,2,1,1,1,2,380
2203,12203,2,4,2,1,0,2,420
2204,12204,2,2,6,2,0,2,690
2205,12205,1,5,2,1,0,1,510
2206,12206,1,5,5,1,0,1,570
2207,12207,1,3,2,2,1,1,500
2208,12208,1,5,5,1,0,4,470
2209,12209,1,5,1,1,0,1,90
2210,12210,1,5,5,1,0,3,360
2211,12211,1,5,1,1,0,2,390
2212,12212,2,6,6,1,0,6,570
2213,12213,1,3,6,1,0,3,645
2214,12214,1,2,6,2,1,1,540
2215,12215,1,2,2,1,0,1,390
2216,12216,2,4,1,2,0,4,480
2217,12217,1,6,6,2,0,1,540
2218,12218,2,5,1,1,0,3,480
2219,12219,1,7,1,2,0,5,480
2220,12220,1,1,6,1,0,2,870
2221,12221,2,6,1,1,0,4,690
2222,12222,1,4,1,2,0,2,600
2223,12223,1,2,1,1,0,3,480
2224,12224,1,6,4,1,0,6,650
2225,12225,1,5,3,2,0,1,600
2226,12226,2,5,1,2,0,2,580
2227,12227,1,3,1,2,3,1,550
2228,12228,1,5,1,2,0,1,590
2229,12229,2,2,2,2,1,2,675
2230,12230,1,5,1,1,0,6,440
2231,12231,1,4,1,1,0,1,465
2232,12232,3,4,1,2,1,4,510
2233,12233,1,7,1,1,0,6,440
2234,12234,1,2,1,2,2,2,330
2235,12235,1,5,3,2,0,1,510
2236,12236,1,5,4,2,1,2,510
2237,12237,1,6,1,2,0,5,840
2238,12238,3,3,1,1,0,6,420
2239,12239,1,7,1,1,0,6,570
2240,12240,2,1,6,2,1,1,435
2241,12241,1,1,6,2,1,2,450
2242,12242,1,5,1,1,0,2,490
2243,12243,2,5,1,2,0,2,640
2244,12244,1,6,3,2,0,3,545
2245,12245,2,5,1,2,0,2,330
2246,12246,1,4,5,1,0,3,480
2247,12247,1,5,4,1,0,3,450
2248,12248,1,1,6,1,0,1,555
2249,12249,1,1,6,2,0,2,345
2250,12250,1,6,1,2,0,4,650
2251,12251,1,1,6,1,0,2,510
2252,12252,2,3,1,2,0,1,540
2253,12253,2,6,1,2,0,3,235
2254,12254,1,1,6,2,0,1,500
2255,12255,2,6,1,2,0,2,420
2256,12256,1,1,6,2,0,2,470
2257,12257,1,6,1,2,0,2,600
2258,12258,1,7,5,2,0,4,440
2259,12259,1,1,6,2,1,2,510
2260,12260,1,3,6,2,0,1,450
2261,12261,2,5,1,1,0,1,570
2262,12262,1,5,1,1,0,3,510
2263,12263,1,6,5,2,0,3,450
2264,12264,2,3,1,2,3,3,510
2265,12265,1,5,6,2,0,6,360
2266,12266,1,7,5,1,0,6,465
2267,12267,1,7,3,1,0,6,615
2268,12268,1,3,2,2,0,2,510
2269,12269,2,5,1,1,0,6,450
2270,12270,1,5,1,2,0,1,1260
2271,12271,3,1,6,2,1,2,535
2272,12272,1,5,1,2,0,3,540
2273,12273,2,4,6,2,0,1,780
2274,12274,1,3,6,1,0,1,455
2275,12275,1,7,3,2,0,1,570
2276,12276,1,5,6,2,0,1,360
2277,12277,3,1,6,2,0,2,720
2278,12278,1,5,6,1,0,4,570
2279,12279,1,4,2,1,0,1,375
2280,12280,1,3,1,2,1,1,495
2281,12281,1,1,6,1,0,2,600
2282,12282,1,3,5,2,1,1,360
2283,12283,1,6,1,1,0,2,620
2284,12284,1,1,6,2,3,2,420
2285,12285,1,3,1,2,0,1,1175
2286,12286,1,5,1,1,0,6,630
2287,12287,1,4,1,1,0,1,540
2288,12288,1,6,1,1,0,2,420
2289,12289,1,5,5,2,0,2,300
2290,12290,2,7,3,2,0,1,690
2291,12291,1,2,6,2,1,2,600
2292,12292,1,5,3,2,0,4,510
2293,12293,1,5,1,2,0,2,705
2294,12294,1,5,6,1,0,4,510
2295,12295,1,4,1,1,2,1,510
2296,12296,1,4,1,2,0,2,390
2297,12297,1,1,6,1,0,3,540
2298,12298,1,3,1,2,1,1,595
2299,12299,1,4,1,2,3,1,485
2300,12300,1,4,4,1,0,3,420
2301,12301,1,3,1,2,2,1,570
2302,12302,1,7,3,2,0,4,540
2303,12303,1,3,1,2,0,3,590
2304,12304,2,6,1,2,0,1,525
2305,12305,1,1,6,2,0,2,495
2306,12306,3,3,6,1,0,6,450
2307,12307,1,1,6,2,0,2,525
2308,12308,1,5,5,2,0,3,685
2309,12309,1,6,1,2,0,6,480
2310,12310,2,4,2,1,0,3,335
2311,12311,1,6,2,1,0,3,530
2312,12312,1,5,1,1,0,2,645
2313,12313,1,6,1,1,2,2,675
2314,12314,1,4,3,2,0,1,465
2315,12315,1,5,2,2,0,2,615
2316,12316,2,7,3,1,0,4,510
2317,12317,1,5,4,1,0,3,570
2318,12318,1,5,5,2,0,1,210
2319,12319,1,5,1,2,0,2,510
2320,12320,1,4,1,2,0,2,570
2321,12321,2,5,3,2,0,5,500
2322,12322,1,2,1,1,1,1,540
2323,12323,1,1,1,2,1,4,480
2324,12324,1,1,2,1,0,5,520
2325,12325,1,5,1,1,0,6,315
2326,12326,1,1,6,2,0,2,900
2327,12327,1,5,1,1,0,6,535
2328,12328,1,5,1,1,0,2,660
2329,12329,1,3,1,1,2,3,600
2330,12330,2,1,6,1,0,2,545
2331,12331,1,5,1,1,0,4,900
2332,12332,1,6,1,2,0,3,390
2333,12333,3,4,1,1,0,1,360
2334,12334,1,5,5,2,0,1,600
2335,12335,2,6,5,2,0,3,345
2336,12336,2,4,1,1,0,1,465
2337,12337,1,4,5,2,0,5,1130
2338,12338,2,4,6,2,0,1,490
2339,12339,1,2,2,1,3,1,600
2340,12340,1,6,1,1,0,2,620
2341,12341,1,4,6,1,0,2,375
2342,12342,1,4,2,2,0,2,600
2343,12343,1,1,6,2,2,3,570
2344,12344,1,4,1,1,0,1,510
2345,12345,1,5,1,2,0,2,375
2346,12346,1,5,5,1,0,3,505
2347,12347,1,4,5,2,0,2,420
2348,12348,1,5,1,2,0,6,480
2349,12349,1,5,1,2,0,2,590
2350,12350,1,5,4,1,0,5,775
2351,12351,3,6,6,1,0,2,535
2352,12352,1,6,3,2,0,3,700
2353,12353,2,6,1,1,0,6,610
2354,12354,1,1,1,2,0,2,520
2355,12355,1,5,1,2,0,3,540
2356,12356,1,1,6,1,0,2,300
2357,12357,1,3,6,2,1,2,480
2358,12358,1,6,6,2,0,6,410
2359,12359,1,3,2,1,0,2,480
2360,12360,2,4,1,2,1,2,600
2361,12361,2,6,1,2,0,2,600
2362,12362,1,2,1,2,0,2,675
2363,12363,1,2,1,2,0,2,690
2364,12364,2,2,1,2,0,2,380
2365,12365,1,5,5,1,0,4,645
2366,12366,1,2,6,2,1,1,720
2367,12367,1,6,1,1,0,4,430
2368,12368,1,3,2,2,1,2,420
2369,12369,2,2,2,1,1,1,415
2370,12370,1,7,3,2,0,6,540
2371,12371,1,6,1,2,0,1,645
2372,12372,1,3,6,1,0,3,550
2373,12373,1,5,1,1,0,3,480
2374,12374,1,7,1,1,0,3,585
2375,12375,1,4,6,1,0,6,510
2376,12376,2,5,2,2,0,1,540
2377,12377,1,5,1,2,3,3,540
2378,12378,1,5,1,1,0,2,480
2379,12379,1,3,1,1,2,1,345
2380,12380,1,7,3,2,0,2,555
2381,12381,2,1,2,1,1,1,360
2382,12382,1,5,1,2,0,1,540
2383,12383,1,2,2,1,0,4,420
2384,12384,1,6,6,2,0,6,690
2385,12385,1,7,1,2,0,1,510
2386,12386,2,4,2,1,0,1,375
2387,12387,2,6,5,2,0,6,540
2388,12388,1,2,2,1,0,2,380
2389,12389,1,6,1,1,0,4,505
2390,12390,2,7,1,1,0,1,375
2391,12391,1,1,6,2,0,1,510
2392,12392,1,4,5,1,0,3,510
2393,12393,2,5,1,1,0,6,750
2394,12394,1,3,1,2,2,2,710
2395,12395,2,3,1,2,3,2,495
2396,12396,1,3,2,1,1,3,430
2397,12397,2,1,6,2,1,3,550
2398,12398,1,1,6,1,0,6,450
2399,12399,1,5,1,2,0,2,660
2400,12400,3,7,3,2,0,6,465
2401,12401,1,5,1,1,0,1,555
2402,12402,1,2,6,1,0,3,280
2403,12403,2,5,1,1,0,1,780
2404,12404,1,6,6,2,0,3,450
2405,12405,2,4,2,1,1,1,415
2406,12406,1,6,3,2,0,3,480
2407,12407,1,1,6,1,0,2,660
2408,12408,1,7,3,2,0,3,585
2409,12409,1,3,1,1,0,1,540
2410,12410,1,2,1,1,0,3,780
2411,12411,1,6,1,1,0,6,570
2412,12412,1,3,6,2,0,1,770
2413,12413,1,3,1,1,1,2,510
2414,12414,1,2,2,2,0,1,500
2415,12415,1,2,6,1,0,4,625
2416,12416,2,5,1,2,0,2,540
2417,12417,1,2,1,2,0,3,555
2418,12418,2,2,2,2,0,2,420
2419,12419,1,6,6,1,0,6,510
2420,12420,1,7,1,2,0,6,465
2421,12421,1,4,1,2,0,2,600
2422,12422,1,5,1,2,0,6,570
2423,12423,1,2,1,2,0,2,435
2424,12424,1,4,2,2,0,2,540
2425,12425,1,2,6,2,0,2,410
2426,12426,1,3,1,2,1,3,420
2427,12427,2,4,2,1,2,1,480
2428,12428,2,6,5,2,0,1,480
2429,12429,1,2,6,1,1,1,360
2430,12430,1,3,4,2,1,1,350
2431,12431,1,4,1,2,0,2,435
2432,12432,2,2,6,2,0,1,720
2433,12433,2,2,2,1,0,6,480
2434,12434,2,3,1,2,1,1,620
2435,12435,1,3,1,2,2,1,495
2436,12436,1,5,1,2,0,1,370
2437,12437,2,3,1,1,3,1,520
2438,12438,1,1,6,1,0,2,375
2439,12439,1,3,1,2,1,1,375
2440,12440,1,3,2,2,2,1,500
2441,12441,1,5,5,2,0,4,420
2442,12442,1,5,1,1,0,3,540
2443,12443,1,6,1,2,0,4,530
2444,12444,1,4,2,1,2,1,505
2445,12445,1,1,6,2,0,2,630
2446,12446,1,5,6,2,0,5,545
2447,12447,3,3,6,2,0,3,600
2448,12448,1,4,1,1,0,2,435
2449,12449,1,5,4,2,0,6,480
2450,12450,1,3,1,2,1,2,480
2451,12451,1,5,2,2,0,4,420
2452,12452,2,4,5,2,0,6,450
2453,12453,2,6,1,2,0,1,630
2454,12454,1,1,6,2,0,2,300
2455,12455,1,3,1,2,3,1,510
2456,12456,1,6,1,2,0,6,600
2457,12457,1,1,6,2,0,1,600
2458,12458,1,2,1,2,2,1,575
2459,12459,1,3,5,1,0,1,420
2460,12460,1,1,6,1,0,2,605
2461,12461,1,2,1,2,1,2,525
2462,12462,1,5,5,1,0,2,690
2463,12463,1,2,1,2,0,1,610
2464,12464,1,3,1,1,2,1,390
2465,12465,1,7,1,1,0,3,570
2466,12466,1,4,1,2,0,2,705
2467,12467,2,5,1,1,0,6,475
2468,12468,1,1,6,1,0,2,480
2469,12469,1,5,1,1,0,3,480
2470,12470,1,2,6,1,0,1,480
2471,12471,1,4,1,2,1,1,540
2472,12472,2,7,3,2,0,1,660
2473,12473,1,5,1,2,0,2,460
2474,12474,1,3,1,2,1,1,480
2475,12475,1,7,3,2,0,4,600
2476,12476,1,6,6,2,0,6,480
2477,12477,1,6,6,2,0,5,450
2478,12478,2,2,1,1,2,2,420
2479,12479,2,5,1,2,0,2,480
2480,12480,1,1,6,1,0,3,680
2481,12481,1,6,1,1,0,1,300
2482,12482,2,5,1,1,0,6,480
2483,12483,1,5,3,2,0,3,630
2484,12484,2,5,1,2,0,6,600
2485,12485,2,4,1,2,0,5,720
2486,12486,1,7,1,2,0,5,730
2487,12487,1,3,5,1,0,3,540
2488,12488,1,5,2,1,0,3,450
2489,12489,2,3,1,2,2,1,300
2490,12490,2,6,1,1,0,3,660
2491,12491,1,4,1,2,0,2,885
2492,12492,1,5,1,2,0,1,240
2493,12493,1,5,1,2,0,1,541
2494,12494,1,3,1,2,3,1,420
2495,12495,1,6,1,2,0,1,720
2496,12496,1,5,4,1,0,1,600
2497,12497,2,6,3,2,0,6,390
2498,12498,1,5,1,1,0,1,540
2499,12499,1,4,1,1,0,2,655
2500,12500,1,7,3,2,0,6,660
2501,12501,1,7,3,1,0,6,750
2502,12502,1,2,6,1,0,2,560
2503,12503,1,4,6,2,1,2,480
2504,12504,1,6,1,1,0,4,705
2505,12505,1,1,6,2,0,2,510
2506,12506,1,5,1,1,0,1,180
2507,12507,1,6,1,1,0,1,510
2508,12508,1,5,1,1,0,2,480
2509,12509,2,1,6,1,0,3,630
2510,12510,1,2,6,2,0,2,540
2511,12511,1,1,6,2,0,2,540
2512,12512,2,5,5,1,0,1,480
2513,12513,1,3,6,2,0,1,480
2514,12514,1,5,6,2,0,97,540
2515,12515,1,4,6,1,0,2,570
2516,12516,3,4,6,2,0,2,535
2517,12517,2,2,1,2,0,1,485
2518,12518,1,5,5,1,0,2,540
2519,12519,2,1,6,2,1,4,540
2520,12520,1,1,6,2,0,1,110
2521,12521,1,2,1,2,2,3,420
2522,12522,1,5,5,1,0,3,300
2523,12523,1,5,5,2,0,2,720
2524,12524,1,5,1,1,0,2,510
2525,12525,2,6,1,2,0,4,390
2526,12526,1,1,6,2,1,2,600
2527,12527,1,3,1,2,1,1,600
2528,12528,2,6,1,1,0,2,500
2529,12529,1,5,6,2,0,2,420
2530,12530,1,4,6,2,0,3,625
2531,12531,1,7,3,2,0,3,520
2532,12532,1,3,6,1,2,1,465
2533,12533,2,3,1,1,2,4,360
2534,12534,1,1,6,1,0,2,600
2535,12535,3,4,1,1,1,1,570
2536,12536,1,1,6,1,0,2,670
2537,12537,1,1,6,2,0,6,600
2538,12538,1,4,1,1,1,1,245
2539,12539,1,5,1,1,0,2,550
2540,12540,2,4,1,2,0,2,410
2541,12541,2,5,1,1,0,6,630
2542,12542,1,7,3,1,0,6,390
2543,12543,1,5,2,2,0,1,360
2544,12544,1,3,1,1,2,1,450
2545,12545,1,2,6,1,0,4,540
2546,12546,1,7,3,1,0,6,480
2547,12547,1,4,1,2,0,3,480
2548,12548,1,2,1,1,2,2,730
2549,12549,1,2,1,1,2,2,375
2550,12550,1,3,1,1,2,1,605
2551,12551,1,1,6,1,0,2,360
2552,12552,1,5,2,2,0,1,630
2553,12553,1,5,6,2,0,2,495
2554,12554,1,5,6,1,0,6,480
2555,12555,1,6,1,1,0,3,390
2556,12556,2,4,4,1,1,2,525
2557,12557,2,3,1,1,0,2,630
2558,12558,1,6,6,2,0,3,470
2559,12559,1,6,1,1,0,2,540
2560,12560,1,1,6,1,1,2,660
2561,12561,1,3,1,1,2,2,435
2562,12562,1,7,1,2,0,3,465
2563,12563,1,5,1,1,1,2,550
2564,12564,1,3,1,1,2,1,490
2565,12565,2,6,1,2,0,3,500
2566,12566,1,3,1,2,2,1,540
2567,12567,1,5,1,2,0,1,420
2568,12568,1,6,1,2,0,2,555
2569,12569,2,5,6,2,0,1,460
2570,12570,1,4,1,2,0,2,425
2571,12571,1,6,1,2,0,2,505
2572,12572,1,3,1,2,3,2,450
2573,12573,1,3,1,2,3,2,460
2574,12574,1,4,1,1,3,3,300
2575,12575,1,6,1,2,0,1,525
2576,12576,1,2,6,1,0,1,480
2577,12577,3,7,1,2,0,2,440
2578,12578,1,4,1,2,0,2,480
2579,12579,2,5,5,1,0,1,390
2580,12580,1,3,6,1,0,1,570
2581,12581,1,6,1,2,0,3,660
2582,12582,1,3,1,2,0,2,445
2583,12583,1,2,2,2,0,2,660
2584,12584,1,3,1,2,1,2,365
2585,12585,1,2,1,2,1,2,330
2586,12586,2,2,2,1,3,1,665
2587,12587,2,6,6,2,0,6,510
2588,12588,2,6,3,2,0,2,945
2589,12589,1,2,1,2,0,3,510
2590,12590,1,4,2,2,1,1,475
2591,12591,2,1,6,1,3,3,705
2592,12592,1,4,1,1,0,1,700
2593,12593,1,4,2,1,0,2,510
2594,12594,1,1,6,1,0,1,520
2595,12595,3,7,3,1,0,5,480
2596,12596,2,4,1,1,0,1,450
2597,12597,1,5,5,1,0,4,575
2598,12598,3,7,3,2,0,6,645
2599,12599,3,2,6,1,0,1,240
2600,12600,1,4,1,2,0,2,540
2601,12601,1,3,1,1,2,1,0
2602,12602,2,7,1,1,0,6,120
2603,12603,2,5,1,2,0,4,900
2604,12604,1,2,6,1,0,1,290
2605,12605,1,5,1,2,0,2,480
2606,12606,1,7,3,1,0,6,660
2607,12607,1,3,1,1,1,1,450
2608,12608,1,7,3,2,0,6,645
2609,12609,1,4,1,1,2,2,555
2610,12610,1,2,6,1,0,1,565
2611,12611,2,6,5,2,0,3,490
2612,12612,1,2,6,2,1,1,420
2613,12613,1,2,1,1,0,2,390
2614,12614,1,1,6,2,0,1,520
2615,12615,1,5,6,2,0,3,500
2616,12616,2,3,1,1,2,2,600
2617,12617,1,7,1,2,0,6,1225
2618,12618,1,7,1,1,0,6,630
2619,12619,1,5,1,2,0,6,230
2620,12620,1,5,4,2,0,3,480
2621,12621,1,3,6,2,0,2,510
2622,12622,1,6,1,2,0,1,360
2623,12623,2,2,1,2,1,3,660
2624,12624,1,7,4,2,0,4,560
2625,12625,1,3,1,2,2,1,420
2626,12626,1,4,4,2,0,1,420
2627,12627,1,4,1,1,0,5,450
2628,12628,1,5,2,1,0,5,540
2629,12629,1,5,1,1,0,3,420
2630,12630,1,5,1,2,0,2,510
2631,12631,1,6,1,1,0,5,530
2632,12632,1,6,3,2,0,6,60
2633,12633,1,2,6,1,0,1,600
2634,12634,1,5,5,1,0,2,480
2635,12635,1,6,1,1,2,5,555
2636,12636,1,6,5,2,0,2,420
2637,12637,1,7,1,1,0,3,570
2638,12638,1,5,2,2,0,3,210
2639,12639,3,3,1,2,0,5,555
